CONTEXT,HYPOTHESIS,LABEL,CONTEXT_FROM,HYPOTHESIS_FROM,CONTEXT_ID,HYPOTHESIS_ID,SUBSET
A sanitation worker in bright yellow safety garb hauls bins down a sidewalk.,The worker is taking out household garbage.,3,SNLI-train,SNLI-NEUTRAL,4537647888.jpg#1,4537647888.jpg#1r1n,SNLI
A sanitation worker in bright yellow safety garb hauls bins down a sidewalk.,The worker is not returning the bins.,2,SNLI-train,SNLI-CONTRADICTION,4537647888.jpg#1,4537647888.jpg#1r1c,SNLI
An Asian band screaming at the top of their lungs and using drums.,A band is screaming and drumming.,5,SNLI-train,SNLI-ENTAILMENT,4546918010.jpg#2,4546918010.jpg#2r1e,SNLI
An Asian band screaming at the top of their lungs and using drums.,A rock band is screaming and drumming.,5,SNLI-train,SNLI-NEUTRAL,4546918010.jpg#2,4546918010.jpg#2r1n,SNLI
An Asian band screaming at the top of their lungs and using drums.,An old lady knits alone.,1,SNLI-train,SNLI-CONTRADICTION,4546918010.jpg#2,4546918010.jpg#2r1c,SNLI
A red streetcar is on the street.,A car is on the street.,5,SNLI-train,SNLI-ENTAILMENT,4558696075.jpg#4,4558696075.jpg#4r1e,SNLI
A red streetcar is on the street.,A car is going fast.,3,SNLI-train,SNLI-NEUTRAL,4558696075.jpg#4,4558696075.jpg#4r1n,SNLI
A red streetcar is on the street.,The car is green.,1,SNLI-train,SNLI-CONTRADICTION,4558696075.jpg#4,4558696075.jpg#4r1c,SNLI
A clerk in a convenience store asks a customer buying alcohol for his age and identification.,A clerk in a convenience store asks a customer,5,SNLI-train,SNLI-ENTAILMENT,4562512283.jpg#3,4562512283.jpg#3r1e,SNLI
A clerk in a convenience store asks a customer buying alcohol for his age and identification.,A clerk in a convenience store joyously asks a customer,3,SNLI-train,SNLI-NEUTRAL,4562512283.jpg#3,4562512283.jpg#3r1n,SNLI
A clerk in a convenience store asks a customer buying alcohol for his age and identification.,A clerk in a convenience store doesn't ask a customer,1,SNLI-train,SNLI-CONTRADICTION,4562512283.jpg#3,4562512283.jpg#3r1c,SNLI
The student observes a microscope slide through a microscope while trying to match what she sees with images in her workbook.,The student is looking through a microscope.,5,SNLI-train,SNLI-ENTAILMENT,4567208443.jpg#0,4567208443.jpg#0r1e,SNLI
The student observes a microscope slide through a microscope while trying to match what she sees with images in her workbook.,The student is studying.,4,SNLI-train,SNLI-NEUTRAL,4567208443.jpg#0,4567208443.jpg#0r1n,SNLI
The student observes a microscope slide through a microscope while trying to match what she sees with images in her workbook.,The student is sleeping at her desk.,2,SNLI-train,SNLI-CONTRADICTION,4567208443.jpg#0,4567208443.jpg#0r1c,SNLI
"Three woman walk, in their hijab, alone in an area of Muslim denomination.",Three woman are clothed.,5,SNLI-train,SNLI-ENTAILMENT,4568031502.jpg#1,4568031502.jpg#1r5e,SNLI
"Three woman walk, in their hijab, alone in an area of Muslim denomination.",The three women are about to begin praying when they return home.,3,SNLI-train,SNLI-NEUTRAL,4568031502.jpg#1,4568031502.jpg#1r3n,SNLI
"Three woman walk, in their hijab, alone in an area of Muslim denomination.",Three women are being chased by robbers and are running away in the night.,2,SNLI-train,SNLI-CONTRADICTION,4568031502.jpg#1,4568031502.jpg#1r3c,SNLI
"A female gymnast, upside down with her body at full extension.",A female gymnast is stretching her body upside down.,5,SNLI-train,SNLI-ENTAILMENT,4590415190.jpg#1,4590415190.jpg#1r1e,SNLI
"A female gymnast, upside down with her body at full extension.",A female gymnast is competing.,5,SNLI-train,SNLI-NEUTRAL,4590415190.jpg#1,4590415190.jpg#1r1n,SNLI
"A female gymnast, upside down with her body at full extension.",A female gymnast is doing a barre balancing trick.,3,SNLI-train,SNLI-CONTRADICTION,4590415190.jpg#1,4590415190.jpg#1r1c,SNLI
A woman wearing a vibrant pink overcoat and a black dress.,A person wearing a striking coat and dress.,5,SNLI-train,SNLI-ENTAILMENT,4591783726.jpg#3,4591783726.jpg#3r1e,SNLI
A woman wearing a vibrant pink overcoat and a black dress.,A woman wearing a vibrant pink overcoat and a black dress with silver heels.,3,SNLI-train,SNLI-NEUTRAL,4591783726.jpg#3,4591783726.jpg#3r1n,SNLI
A woman wearing a vibrant pink overcoat and a black dress.,A woman wearing a vibrant green overcoat and a black dress.,1,SNLI-train,SNLI-CONTRADICTION,4591783726.jpg#3,4591783726.jpg#3r1c,SNLI
A woman designer extolling the virtues of one of her paper lamps to a potential client.,A woman talks to a client.,3,SNLI-train,SNLI-ENTAILMENT,459560684.jpg#2,459560684.jpg#2r1e,SNLI
A woman designer extolling the virtues of one of her paper lamps to a potential client.,A woman pitches her new product to a client.,3,SNLI-train,SNLI-NEUTRAL,459560684.jpg#2,459560684.jpg#2r1n,SNLI
A woman designer extolling the virtues of one of her paper lamps to a potential client.,A woman is eating soup.,2,SNLI-train,SNLI-CONTRADICTION,459560684.jpg#2,459560684.jpg#2r1c,SNLI
"People can be seen walking down a quaint city street, past colorful buildings and cafe customers sitting under parasols, with no cars in sight.",Some people are outside.,5,SNLI-train,SNLI-ENTAILMENT,4599613408.jpg#0,4599613408.jpg#0r1e,SNLI
"People can be seen walking down a quaint city street, past colorful buildings and cafe customers sitting under parasols, with no cars in sight.",There are some food carts.,3,SNLI-train,SNLI-NEUTRAL,4599613408.jpg#0,4599613408.jpg#0r1n,SNLI
"People can be seen walking down a quaint city street, past colorful buildings and cafe customers sitting under parasols, with no cars in sight.",There are many cars.,1,SNLI-train,SNLI-CONTRADICTION,4599613408.jpg#0,4599613408.jpg#0r1c,SNLI
A young girl pets a brown doe in the sunshine.,A young person pets a brown doe in the sunshine.,5,SNLI-train,SNLI-ENTAILMENT,4607606901.jpg#2,4607606901.jpg#2r1e,SNLI
A young girl pets a brown doe in the sunshine.,A sad girl pets a brown doe in the sunshine.,3,SNLI-train,SNLI-NEUTRAL,4607606901.jpg#2,4607606901.jpg#2r1n,SNLI
A young girl pets a brown doe in the sunshine.,A young boy pets a brown doe in the sunshine.,1,SNLI-train,SNLI-CONTRADICTION,4607606901.jpg#2,4607606901.jpg#2r1c,SNLI
An eccentric blond woman enjoys solitude in the park.,A woman sits alone.,5,SNLI-train,SNLI-ENTAILMENT,4612286887.jpg#3,4612286887.jpg#3r1e,SNLI
An eccentric blond woman enjoys solitude in the park.,A woman sits alone in a large park.,5,SNLI-train,SNLI-NEUTRAL,4612286887.jpg#3,4612286887.jpg#3r1n,SNLI
An eccentric blond woman enjoys solitude in the park.,A woman enjoys the company of her friends.,2,SNLI-train,SNLI-CONTRADICTION,4612286887.jpg#3,4612286887.jpg#3r1c,SNLI
Ballerina performing as a girl rat in an open park.,The ballerina is performing,5,SNLI-train,SNLI-ENTAILMENT,4614085621.jpg#3,4614085621.jpg#3r1e,SNLI
Ballerina performing as a girl rat in an open park.,The girl is a rat,1,SNLI-train,SNLI-NEUTRAL,4614085621.jpg#3,4614085621.jpg#3r1n,SNLI
Ballerina performing as a girl rat in an open park.,The girl is sleeping.,1,SNLI-train,SNLI-CONTRADICTION,4614085621.jpg#3,4614085621.jpg#3r1c,SNLI
A woman in a red shoulder shrug and brown boots walking down a street passed a painted I Love New York wall sign with a doctor.,a woman is outside,5,SNLI-train,SNLI-ENTAILMENT,4616443347.jpg#1,4616443347.jpg#1r1e,SNLI
A woman in a red shoulder shrug and brown boots walking down a street passed a painted I Love New York wall sign with a doctor.,the woman is visiting New York,3,SNLI-train,SNLI-NEUTRAL,4616443347.jpg#1,4616443347.jpg#1r1n,SNLI
A woman in a red shoulder shrug and brown boots walking down a street passed a painted I Love New York wall sign with a doctor.,the woman in blue rode on the carriage ride through Chicago,1,SNLI-train,SNLI-CONTRADICTION,4616443347.jpg#1,4616443347.jpg#1r1c,SNLI
"Two men, both with driver caps are examining a sapling.",A couple of guys look at a sapling.,5,SNLI-train,SNLI-ENTAILMENT,4617732753.jpg#4,4617732753.jpg#4r1e,SNLI
"Two men, both with driver caps are examining a sapling.",Two brothers look at a sapling.,3,SNLI-train,SNLI-NEUTRAL,4617732753.jpg#4,4617732753.jpg#4r1n,SNLI
"Two men, both with driver caps are examining a sapling.",Two men fight each other in boxing gloves.,1,SNLI-train,SNLI-CONTRADICTION,4617732753.jpg#4,4617732753.jpg#4r1c,SNLI
A woman pouring a cup of coffee in the wild.,Someone is pouring a cup of coffee.,5,SNLI-train,SNLI-ENTAILMENT,4620455202.jpg#2,4620455202.jpg#2r1e,SNLI
A woman pouring a cup of coffee in the wild.,The coffee doesn't have any sugar.,3,SNLI-train,SNLI-NEUTRAL,4620455202.jpg#2,4620455202.jpg#2r1n,SNLI
A woman pouring a cup of coffee in the wild.,The woman is pouring soda.,1,SNLI-train,SNLI-CONTRADICTION,4620455202.jpg#2,4620455202.jpg#2r1c,SNLI
A guitarist for a band looks intently on as he plays his guitar with determination.,The guitarist is in a band,5,SNLI-train,SNLI-ENTAILMENT,4621699159.jpg#1,4621699159.jpg#1r1e,SNLI
A guitarist for a band looks intently on as he plays his guitar with determination.,The guitarist is playing a solo,3,SNLI-train,SNLI-NEUTRAL,4621699159.jpg#1,4621699159.jpg#1r1n,SNLI
"A black man with gray hair, wearing a tan and white plaid button-down shirt, is steadying a large woven circular basket of bananas atop his head.",A black man carrying basket of bananas.,5,SNLI-train,SNLI-ENTAILMENT,4637704411.jpg#0,4637704411.jpg#0r1e,SNLI
"A black man with gray hair, wearing a tan and white plaid button-down shirt, is steadying a large woven circular basket of bananas atop his head.",A black man is selling bananas,3,SNLI-train,SNLI-NEUTRAL,4637704411.jpg#0,4637704411.jpg#0r1n,SNLI
"A black man with gray hair, wearing a tan and white plaid button-down shirt, is steadying a large woven circular basket of bananas atop his head.",A black man is dancing.,1,SNLI-train,SNLI-CONTRADICTION,4637704411.jpg#0,4637704411.jpg#0r1c,SNLI
A man is smiling as he presents a playbill or pamphlet to photographer.,A man presents a pamphlet to a photographer.,5,SNLI-train,SNLI-ENTAILMENT,4638839630.jpg#0,4638839630.jpg#0r1e,SNLI
A man is smiling as he presents a playbill or pamphlet to photographer.,A man is trying to sell a Time Share to the photographer.,2,SNLI-train,SNLI-NEUTRAL,4638839630.jpg#0,4638839630.jpg#0r1n,SNLI
A man is smiling as he presents a playbill or pamphlet to photographer.,A dog is sleeping on a couch.,1,SNLI-train,SNLI-CONTRADICTION,4638839630.jpg#0,4638839630.jpg#0r1c,SNLI
A man mourning aside a tombstone.,a man near a tombstone,5,SNLI-train,SNLI-ENTAILMENT,4653328697.jpg#4,4653328697.jpg#4r1e,SNLI
A man mourning aside a tombstone.,a man mourns near his wife's tombstone,3,SNLI-train,SNLI-NEUTRAL,4653328697.jpg#4,4653328697.jpg#4r1n,SNLI
A man mourning aside a tombstone.,a man breaks a tombstone,2,SNLI-train,SNLI-CONTRADICTION,4653328697.jpg#4,4653328697.jpg#4r1c,SNLI
A man puts the finishing touches on his graffiti artwork.,A man is finishing his artwork,5,SNLI-train,SNLI-ENTAILMENT,4653330656.jpg#2,4653330656.jpg#2r1e,SNLI
A man puts the finishing touches on his graffiti artwork.,A man is inside his studio,2,SNLI-train,SNLI-NEUTRAL,4653330656.jpg#2,4653330656.jpg#2r1n,SNLI
A man puts the finishing touches on his graffiti artwork.,A young man is flying a plane,1,SNLI-train,SNLI-CONTRADICTION,4653330656.jpg#2,4653330656.jpg#2r1c,SNLI
Man with blue shirt is doing a grind with a skateboard.,man on skateboard,5,SNLI-train,SNLI-ENTAILMENT,4656147510.jpg#2,4656147510.jpg#2r1e,SNLI
Man with blue shirt is doing a grind with a skateboard.,man practices new trick,3,SNLI-train,SNLI-NEUTRAL,4656147510.jpg#2,4656147510.jpg#2r1n,SNLI
Man with blue shirt is doing a grind with a skateboard.,bird looks at dog,0,SNLI-train,SNLI-CONTRADICTION,4656147510.jpg#2,4656147510.jpg#2r1c,SNLI
A city intersection with a man on bike and a store on the corner called SWATCH.,The man is sitting on a bike at an intersection.,5,SNLI-train,SNLI-ENTAILMENT,4658699120.jpg#1,4658699120.jpg#1r1e,SNLI
A city intersection with a man on bike and a store on the corner called SWATCH.,The bicyclist is waiting on his light to turn green.,3,SNLI-train,SNLI-NEUTRAL,4658699120.jpg#1,4658699120.jpg#1r1n,SNLI
A city intersection with a man on bike and a store on the corner called SWATCH.,The man is walking his dog.,1,SNLI-train,SNLI-CONTRADICTION,4658699120.jpg#1,4658699120.jpg#1r1c,SNLI
A mannequin dressed in lingerie is being advertised.,The mannequin is displaying clothes.,5,SNLI-train,SNLI-ENTAILMENT,4663240711.jpg#3,4663240711.jpg#3r1e,SNLI
A mannequin dressed in lingerie is being advertised.,The mannequin is in a storefront.,4,SNLI-train,SNLI-NEUTRAL,4663240711.jpg#3,4663240711.jpg#3r1n,SNLI
A mannequin dressed in lingerie is being advertised.,The mannequin is talking to people.,1,SNLI-train,SNLI-CONTRADICTION,4663240711.jpg#3,4663240711.jpg#3r1c,SNLI
An older gentleman carving granite with a chisel.,A man is carving granite.,5,SNLI-train,SNLI-ENTAILMENT,4667566271.jpg#4,4667566271.jpg#4r1e,SNLI
An older gentleman carving granite with a chisel.,A sculptor is perfecting his latest masterpiece.,4,SNLI-train,SNLI-NEUTRAL,4667566271.jpg#4,4667566271.jpg#4r1n,SNLI
An older gentleman carving granite with a chisel.,The man is talking to a waiter at the restaurant.,1,SNLI-train,SNLI-CONTRADICTION,4667566271.jpg#4,4667566271.jpg#4r1c,SNLI
Two weary looking men in a boxing match both have one glove under their chin and the other touching the other man's head.,Two people are boxing with each other.,5,SNLI-train,SNLI-ENTAILMENT,4668692006.jpg#0,4668692006.jpg#0r1e,SNLI
Two weary looking men in a boxing match both have one glove under their chin and the other touching the other man's head.,The men have fought to a draw.,3,SNLI-train,SNLI-NEUTRAL,4668692006.jpg#0,4668692006.jpg#0r1n,SNLI
Two weary looking men in a boxing match both have one glove under their chin and the other touching the other man's head.,One of the men is standing over the knocked-out body of the other man.,2,SNLI-train,SNLI-CONTRADICTION,4668692006.jpg#0,4668692006.jpg#0r1c,SNLI
Two men one in a white shirt one in a black shirt doing research on a laptop computer.,Two men are on a computer.,5,SNLI-train,SNLI-ENTAILMENT,4669642298.jpg#3,4669642298.jpg#3r1e,SNLI
Two men one in a white shirt one in a black shirt doing research on a laptop computer.,Two men are on an Apple computer.,3,SNLI-train,SNLI-NEUTRAL,4669642298.jpg#3,4669642298.jpg#3r1n,SNLI
Two men one in a white shirt one in a black shirt doing research on a laptop computer.,Two men are at a baseball game sleeping.,1,SNLI-train,SNLI-CONTRADICTION,4669642298.jpg#3,4669642298.jpg#3r1c,SNLI
A protest travels down the street in hopes of freeing Gaza.,A group of people are protesting outside.,5,SNLI-train,SNLI-ENTAILMENT,4671579541.jpg#3,4671579541.jpg#3r1e,SNLI
A protest travels down the street in hopes of freeing Gaza.,"A group of people march down the street chanting ""Free Gaza!"".",5,SNLI-train,SNLI-NEUTRAL,4671579541.jpg#3,4671579541.jpg#3r1n,SNLI
A protest travels down the street in hopes of freeing Gaza.,A group of men are playing basketball.,1,SNLI-train,SNLI-CONTRADICTION,4671579541.jpg#3,4671579541.jpg#3r1c,SNLI
Young girl working on homework at fast food restaurant.,A person sits indoors.,4,SNLI-train,SNLI-ENTAILMENT,4671699078.jpg#4,4671699078.jpg#4r1e,SNLI
Young girl working on homework at fast food restaurant.,A girl sits at a restaurant table.,4,SNLI-train,SNLI-NEUTRAL,4671699078.jpg#4,4671699078.jpg#4r1n,SNLI
Young girl working on homework at fast food restaurant.,A girl sits at the bus stop.,1,SNLI-train,SNLI-CONTRADICTION,4671699078.jpg#4,4671699078.jpg#4r1c,SNLI
Palestinians protesting US aide to Israel.,Protestors are shouting their cause.,4,SNLI-train,SNLI-ENTAILMENT,4671859271.jpg#3,4671859271.jpg#3r1e,SNLI
Palestinians protesting US aide to Israel.,A large group of Palestinian protesters are holding signs on the street.,4,SNLI-train,SNLI-NEUTRAL,4671859271.jpg#3,4671859271.jpg#3r1n,SNLI
Palestinians protesting US aide to Israel.,Palestinians are cheering and welcoming U.S. aide to Israel.,1,SNLI-train,SNLI-CONTRADICTION,4671859271.jpg#3,4671859271.jpg#3r1c,SNLI
A boy in a yellow shirt is eating pizza.,A boy in a yellow shirt is eating something.,5,SNLI-train,SNLI-ENTAILMENT,467864644.jpg#0,467864644.jpg#0r1e,SNLI
A boy in a yellow shirt is eating pizza.,A boy in a yellow shirt is eating lunch.,4,SNLI-train,SNLI-NEUTRAL,467864644.jpg#0,467864644.jpg#0r1n,SNLI
A boy in a yellow shirt is eating pizza.,A boy in a yellow shirt is drinking milk.,3,SNLI-train,SNLI-CONTRADICTION,467864644.jpg#0,467864644.jpg#0r1c,SNLI
A stream of men wearing old century viking costumes and armor are marching along a walkway with stone buildings in the background.,Some men in costumes are walking down the street.,5,SNLI-train,SNLI-ENTAILMENT,4679881654.jpg#0,4679881654.jpg#0r1e,SNLI
A stream of men wearing old century viking costumes and armor are marching along a walkway with stone buildings in the background.,Some men in costumes are heading to a viking LARP meetup.,3,SNLI-train,SNLI-NEUTRAL,4679881654.jpg#0,4679881654.jpg#0r1n,SNLI
A stream of men wearing old century viking costumes and armor are marching along a walkway with stone buildings in the background.,Some gladiators are getting ready to battle a threat to the safety of their people.,1,SNLI-train,SNLI-CONTRADICTION,4679881654.jpg#0,4679881654.jpg#0r1c,SNLI
The girl is feeding the bird with surprise.,The girl is in awe of feeding the bird.,3,SNLI-train,SNLI-ENTAILMENT,4681940161.jpg#2,4681940161.jpg#2r1e,SNLI
The girl is feeding the bird with surprise.,The girl is feeding the bird bread pieces.,3,SNLI-train,SNLI-NEUTRAL,4681940161.jpg#2,4681940161.jpg#2r1n,SNLI
The girl is feeding the bird with surprise.,The girl is feeding the bird ice cream.,2,SNLI-train,SNLI-CONTRADICTION,4681940161.jpg#2,4681940161.jpg#2r1c,SNLI
A soldier is dressed in camouflage with a black firearm in the street.,Someone is carrying a gun.,5,SNLI-train,SNLI-ENTAILMENT,4685191450.jpg#1,4685191450.jpg#1r1e,SNLI
A soldier is dressed in camouflage with a black firearm in the street.,Someone is carrying a rifle.,3,SNLI-train,SNLI-NEUTRAL,4685191450.jpg#1,4685191450.jpg#1r1n,SNLI
A soldier is dressed in camouflage with a black firearm in the street.,There are no soldiers.,1,SNLI-train,SNLI-CONTRADICTION,4685191450.jpg#1,4685191450.jpg#1r1c,SNLI
Two soldiers are taking refuge behind some guard rails.,two men are behind rails,5,SNLI-train,SNLI-ENTAILMENT,4685218506.jpg#3,4685218506.jpg#3r1e,SNLI
Two soldiers are taking refuge behind some guard rails.,men are fighting terrorists,3,SNLI-train,SNLI-NEUTRAL,4685218506.jpg#3,4685218506.jpg#3r1n,SNLI
Two soldiers are taking refuge behind some guard rails.,meen are sleeping soundly at home,1,SNLI-train,SNLI-CONTRADICTION,4685218506.jpg#3,4685218506.jpg#3r1c,SNLI
A harpist playing aside a flutist.,There are people playing instruments.,5,SNLI-train,SNLI-ENTAILMENT,468926482.jpg#4,468926482.jpg#4r1e,SNLI
A harpist playing aside a flutist.,The two people are in an orchestra.,3,SNLI-train,SNLI-NEUTRAL,468926482.jpg#4,468926482.jpg#4r1n,SNLI
A harpist playing aside a flutist.,The people are not playing the instruments.,2,SNLI-train,SNLI-CONTRADICTION,468926482.jpg#4,468926482.jpg#4r1c,SNLI
Overlooking a street with a sign above shops that states Welcome To Golden.,"The shop sign says  ""Welcome to Golden""",5,SNLI-train,SNLI-ENTAILMENT,4689266358.jpg#2,4689266358.jpg#2r1e,SNLI
Overlooking a street with a sign above shops that states Welcome To Golden.,"The ""Welcome to Golden"" sigh if lit up.",0,SNLI-train,SNLI-NEUTRAL,4689266358.jpg#2,4689266358.jpg#2r1n,SNLI
Overlooking a street with a sign above shops that states Welcome To Golden.,The shop sign is laying on the sidewalk.,1,SNLI-train,SNLI-CONTRADICTION,4689266358.jpg#2,4689266358.jpg#2r1c,SNLI
A child is riding a mountain bike as he passes by an ornamental gateway.,The child is pedaling the bike.,5,SNLI-train,SNLI-ENTAILMENT,4698189420.jpg#2,4698189420.jpg#2r1e,SNLI
A child is riding a mountain bike as he passes by an ornamental gateway.,The child is having fun.,4,SNLI-train,SNLI-NEUTRAL,4698189420.jpg#2,4698189420.jpg#2r1n,SNLI
A child is riding a mountain bike as he passes by an ornamental gateway.,The child is walking by the gateway.,1,SNLI-train,SNLI-CONTRADICTION,4698189420.jpg#2,4698189420.jpg#2r1c,SNLI
"A group of patrons sitting in green lounge chairs along a waterway, one of them has a black jacket across her chair, and is looking out at the water.",There are lounge chairs.,5,SNLI-train,SNLI-ENTAILMENT,4701096000.jpg#0,4701096000.jpg#0r1e,SNLI
"A group of patrons sitting in green lounge chairs along a waterway, one of them has a black jacket across her chair, and is looking out at the water.",The chairs are small.,2,SNLI-train,SNLI-NEUTRAL,4701096000.jpg#0,4701096000.jpg#0r1n,SNLI
"A group of patrons sitting in green lounge chairs along a waterway, one of them has a black jacket across her chair, and is looking out at the water.",The chairs are red.,1,SNLI-train,SNLI-CONTRADICTION,4701096000.jpg#0,4701096000.jpg#0r1c,SNLI
A young blond girl sitting on a bench with a red pram along side her.,The girl is sitting.,5,SNLI-train,SNLI-ENTAILMENT,4701941908.jpg#1,4701941908.jpg#1r1e,SNLI
A young blond girl sitting on a bench with a red pram along side her.,The young girl has long blonde hair.,3,SNLI-train,SNLI-NEUTRAL,4701941908.jpg#1,4701941908.jpg#1r1n,SNLI
A young blond girl sitting on a bench with a red pram along side her.,The girl is old.,1,SNLI-train,SNLI-CONTRADICTION,4701941908.jpg#1,4701941908.jpg#1r1c,SNLI
A vendor and customer discussing products and pricing at a mall kiosk.,people discuss price,5,SNLI-train,SNLI-ENTAILMENT,4704942917.jpg#0,4704942917.jpg#0r1e,SNLI
A vendor and customer discussing products and pricing at a mall kiosk.,vendor tries to make a sale,5,SNLI-train,SNLI-NEUTRAL,4704942917.jpg#0,4704942917.jpg#0r1n,SNLI
A vendor and customer discussing products and pricing at a mall kiosk.,turkey flying,1,SNLI-train,SNLI-CONTRADICTION,4704942917.jpg#0,4704942917.jpg#0r1c,SNLI
Native Americans in decorative dress appear to be celebrating for a cause.,A group of people are wearing traditional dress.,5,SNLI-train,SNLI-ENTAILMENT,4709299672.jpg#3,4709299672.jpg#3r1e,SNLI
Native Americans in decorative dress appear to be celebrating for a cause.,Native Americans are doing a celebratory dance as part of an exhibition.,4,SNLI-train,SNLI-NEUTRAL,4709299672.jpg#3,4709299672.jpg#3r1n,SNLI
Native Americans in decorative dress appear to be celebrating for a cause.,People are swimming in a pool.,1,SNLI-train,SNLI-CONTRADICTION,4709299672.jpg#3,4709299672.jpg#3r1c,SNLI
A shirtless man wears a pharaoh's headdress at a mall.,A man with no shirt is at the mall.,5,SNLI-train,SNLI-ENTAILMENT,4713458862.jpg#2,4713458862.jpg#2r1e,SNLI
A shirtless man wears a pharaoh's headdress at a mall.,The man has escaped from the mental hospital.,2,SNLI-train,SNLI-NEUTRAL,4713458862.jpg#2,4713458862.jpg#2r1n,SNLI
A shirtless man wears a pharaoh's headdress at a mall.,The man is wearing a red t-shirt.,2,SNLI-train,SNLI-CONTRADICTION,4713458862.jpg#2,4713458862.jpg#2r1c,SNLI
A child riding a bike in an area with an overview of a body of water.,A kid rides a bike.,5,SNLI-train,SNLI-ENTAILMENT,4714126592.jpg#1,4714126592.jpg#1r1e,SNLI
A child riding a bike in an area with an overview of a body of water.,A kid rides a bike with his mom.,3,SNLI-train,SNLI-NEUTRAL,4714126592.jpg#1,4714126592.jpg#1r1n,SNLI
A child riding a bike in an area with an overview of a body of water.,A kid goes swimming.,3,SNLI-train,SNLI-CONTRADICTION,4714126592.jpg#1,4714126592.jpg#1r1c,SNLI
"A woman is riding a bicycle in her underwear with ""No Oil"" painted on her chest.",a woman rides a bike,5,SNLI-train,SNLI-ENTAILMENT,4716415629.jpg#0,4716415629.jpg#0r1e,SNLI
"A woman is riding a bicycle in her underwear with ""No Oil"" painted on her chest.",the woman is sexy,3,SNLI-train,SNLI-NEUTRAL,4716415629.jpg#0,4716415629.jpg#0r1n,SNLI
"A woman is riding a bicycle in her underwear with ""No Oil"" painted on her chest.",the woman is asleep at home,1,SNLI-train,SNLI-CONTRADICTION,4716415629.jpg#0,4716415629.jpg#0r1c,SNLI
Young girl with red-hair and heavy eyeliner balls up her food wrapper.,The redhead is eating fast food.,3,SNLI-train,SNLI-ENTAILMENT,4717261252.jpg#1,4717261252.jpg#1r1e,SNLI
Young girl with red-hair and heavy eyeliner balls up her food wrapper.,The tween girl is finished with lunch.,3,SNLI-train,SNLI-NEUTRAL,4717261252.jpg#1,4717261252.jpg#1r1n,SNLI
Young girl with red-hair and heavy eyeliner balls up her food wrapper.,The girl is fasting.,1,SNLI-train,SNLI-CONTRADICTION,4717261252.jpg#1,4717261252.jpg#1r1c,SNLI
Blond woman icing cupcakes at a cupcake sales table.,A blond woman with cupcakes.,5,SNLI-train,SNLI-ENTAILMENT,4717499333.jpg#3,4717499333.jpg#3r1e,SNLI
Blond woman icing cupcakes at a cupcake sales table.,A blond woman with red and yellow cupcakes.,3,SNLI-train,SNLI-NEUTRAL,4717499333.jpg#3,4717499333.jpg#3r1n,SNLI
Blond woman icing cupcakes at a cupcake sales table.,A blond woman with a large wedding cake.,3,SNLI-train,SNLI-CONTRADICTION,4717499333.jpg#3,4717499333.jpg#3r1c,SNLI
A man sitting down at a bus stop with a Calvin Klein ad behind him.,A man is outdoors.,5,SNLI-train,SNLI-ENTAILMENT,4717583951.jpg#2,4717583951.jpg#2r1e,SNLI
A man sitting down at a bus stop with a Calvin Klein ad behind him.,A man is sitting down waiting for his wife.,3,SNLI-train,SNLI-NEUTRAL,4717583951.jpg#2,4717583951.jpg#2r1n,SNLI
A man sitting down at a bus stop with a Calvin Klein ad behind him.,A man is sleeping.,2,SNLI-train,SNLI-CONTRADICTION,4717583951.jpg#2,4717583951.jpg#2r1c,SNLI
Two magicians trying to hurry up for a show in town.,Magicians hurrying to a show in town.,5,SNLI-train,SNLI-ENTAILMENT,4717903900.jpg#2,4717903900.jpg#2r1e,SNLI
Two magicians trying to hurry up for a show in town.,People hurrying.,5,SNLI-train,SNLI-NEUTRAL,4717903900.jpg#2,4717903900.jpg#2r1n,SNLI
Two magicians trying to hurry up for a show in town.,Two men watching a magic show.,1,SNLI-train,SNLI-CONTRADICTION,4717903900.jpg#2,4717903900.jpg#2r1c,SNLI
People trying out foods from a local bakery at a local potluck.,The people are eating.,5,SNLI-train,SNLI-ENTAILMENT,4718120804.jpg#1,4718120804.jpg#1r1e,SNLI
People trying out foods from a local bakery at a local potluck.,The people are in a park,3,SNLI-train,SNLI-NEUTRAL,4718120804.jpg#1,4718120804.jpg#1r1n,SNLI
People trying out foods from a local bakery at a local potluck.,The people are drinkign,2,SNLI-train,SNLI-CONTRADICTION,4718120804.jpg#1,4718120804.jpg#1r1c,SNLI
A mam is pulling up leaves and dirt from along side a building with a blower.,A man is doing yard work by the side of a building.,5,SNLI-train,SNLI-ENTAILMENT,4730527167.jpg#1,4730527167.jpg#1r1e,SNLI
A mam is pulling up leaves and dirt from along side a building with a blower.,A man is using a blower in front of his house.,3,SNLI-train,SNLI-NEUTRAL,4730527167.jpg#1,4730527167.jpg#1r1n,SNLI
A mam is pulling up leaves and dirt from along side a building with a blower.,A man is relaxing outside at the side of a building.,2,SNLI-train,SNLI-CONTRADICTION,4730527167.jpg#1,4730527167.jpg#1r1c,SNLI
"Man in a boat on a lake, surrounded by mountains and forestry.",Man in a boat on a lake.,5,SNLI-train,SNLI-ENTAILMENT,4732642723.jpg#3,4732642723.jpg#3r1e,SNLI
